30100, 0.00910, 0.02
30200, 0.00976, 0.02
30300, 0.00993, 0.02
30400, 0.00877, 0.02
30500, 0.00925, 0.02
30600, 0.00932, 0.02
30700, 0.00932, 0.02
30800, 0.00936, 0.02
30900, 0.00983, 0.02
31000, 0.00909, 0.02
31100, 0.00941, 0.02
31200, 0.00870, 0.02
31300, 0.00836, 0.02
31400, 0.00947, 0.02
31500, 0.00911, 0.02
31600, 0.00848, 0.02
31700, 0.00898, 0.02
31800, 0.00840, 0.02
31900, 0.00948, 0.02
32000, 0.00961, 0.02
32100, 0.00840, 0.02
32200, 0.00967, 0.02
32300, 0.00775, 0.02
32400, 0.00824, 0.02
32500, 0.00906, 0.02
32600, 0.00878, 0.02
32700, 0.00838, 0.02
32800, 0.00878, 0.02
32900, 0.00917, 0.02
33000, 0.00859, 0.02
33100, 0.00985, 0.02
33200, 0.00926, 0.02
33300, 0.00815, 0.02
33400, 0.00835, 0.02
33500, 0.00810, 0.02
33600, 0.00844, 0.02
33700, 0.00841, 0.02
33800, 0.00890, 0.02
33900, 0.00823, 0.02
34000, 0.00808, 0.02
34100, 0.00917, 0.02
34200, 0.00823, 0.02
34300, 0.00848, 0.02
34400, 0.00916, 0.02
34500, 0.00879, 0.02
34600, 0.00823, 0.02
34700, 0.00864, 0.02
34800, 0.00777, 0.02
34900, 0.00862, 0.02
35000, 0.00780, 0.02
35100, 0.00808, 0.02
35200, 0.00805, 0.02
35300, 0.00876, 0.02
35400, 0.00755, 0.02
35500, 0.00844, 0.02
35600, 0.00843, 0.02
35700, 0.00858, 0.02
35800, 0.00866, 0.02
35900, 0.00887, 0.02
36000, 0.00800, 0.02
36100, 0.00819, 0.02
36200, 0.00741, 0.02
36300, 0.00851, 0.02
36400, 0.00784, 0.02
36500, 0.00783, 0.02
36600, 0.00845, 0.02
36700, 0.00768, 0.02
36800, 0.00799, 0.02
36900, 0.00840, 0.02
37000, 0.00833, 0.02
37100, 0.00891, 0.02
37200, 0.00870, 0.02
37300, 0.00785, 0.02
37400, 0.00856, 0.02
37500, 0.00773, 0.02
37600, 0.00795, 0.02
37700, 0.00841, 0.02
37800, 0.00808, 0.02
37900, 0.00737, 0.02
38000, 0.00759, 0.02
38100, 0.00729, 0.02
38200, 0.00753, 0.02
38300, 0.00837, 0.02
38400, 0.00816, 0.02
38500, 0.00768, 0.02
38600, 0.00793, 0.02
38700, 0.00814, 0.02
38800, 0.00760, 0.02
38900, 0.00806, 0.02
39000, 0.00737, 0.02
39100, 0.00707, 0.02
39200, 0.00736, 0.02
39300, 0.00814, 0.02
39400, 0.00827, 0.02
39500, 0.00700, 0.02
39600, 0.00801, 0.02
39700, 0.00816, 0.02
39800, 0.00839, 0.02
39900, 0.00734, 0.02
40000, 0.00737, 0.02
40100, 0.00744, 0.02
40200, 0.00807, 0.02
40300, 0.00833, 0.02
40400, 0.00802, 0.02
40500, 0.00828, 0.02
40600, 0.00781, 0.02
40700, 0.00758, 0.02
40800, 0.00743, 0.02
40900, 0.00751, 0.02
41000, 0.00785, 0.02
41100, 0.00804, 0.02
41200, 0.00737, 0.02
41300, 0.00787, 0.02
41400, 0.00734, 0.02
41500, 0.00805, 0.02
41600, 0.00749, 0.02
41700, 0.00726, 0.02
41800, 0.00758, 0.02
41900, 0.00791, 0.02
42000, 0.00735, 0.02
42100, 0.00687, 0.02
42200, 0.00716, 0.02
42300, 0.00717, 0.02
42400, 0.00670, 0.02
42500, 0.00705, 0.02
42600, 0.00752, 0.02
42700, 0.00750, 0.02
42800, 0.00738, 0.02
42900, 0.00783, 0.02
43000, 0.00770, 0.02
43100, 0.00661, 0.02
43200, 0.00745, 0.02
43300, 0.00716, 0.02
43400, 0.00711, 0.02
43500, 0.00725, 0.02
43600, 0.00707, 0.02
43700, 0.00739, 0.02
43800, 0.00691, 0.02
43900, 0.00749, 0.02
44000, 0.00776, 0.02
44100, 0.00695, 0.02
44200, 0.00710, 0.02
44300, 0.00703, 0.02
44400, 0.00720, 0.02
44500, 0.00679, 0.02
44600, 0.00646, 0.02
44700, 0.00729, 0.02
44800, 0.00653, 0.02
44900, 0.00697, 0.02
45000, 0.00734, 0.02
