100, 0.08458, 0.005
200, 0.02615, 0.005
300, 0.02672, 0.005
400, 0.02518, 0.005
500, 0.02491, 0.005
600, 0.02354, 0.005
700, 0.02573, 0.005
800, 0.02333, 0.005
900, 0.02438, 0.005
1000, 0.02278, 0.005
1100, 0.02181, 0.005
1200, 0.02294, 0.005
1300, 0.02064, 0.005
1400, 0.02111, 0.005
1500, 0.02191, 0.005
1600, 0.01983, 0.005
1700, 0.02122, 0.005
1800, 0.02041, 0.005
1900, 0.01970, 0.005
2000, 0.01817, 0.005
2100, 0.01918, 0.005
2200, 0.02001, 0.005
2300, 0.01991, 0.005
2400, 0.01885, 0.005
2500, 0.01785, 0.005
2600, 0.01851, 0.005
2700, 0.01777, 0.005
2800, 0.01785, 0.005
2900, 0.01686, 0.005
3000, 0.01685, 0.005
3100, 0.01658, 0.005
3200, 0.01630, 0.005
3300, 0.01683, 0.005
3400, 0.01568, 0.005
3500, 0.01630, 0.005
3600, 0.01655, 0.005
3700, 0.01703, 0.005
3800, 0.01604, 0.005
3900, 0.01496, 0.005
4000, 0.01650, 0.005
4100, 0.01513, 0.005
4200, 0.01503, 0.005
4300, 0.01630, 0.005
4400, 0.01507, 0.005
4500, 0.01449, 0.005
4600, 0.01557, 0.005
4700, 0.01500, 0.005
4800, 0.01400, 0.005
4900, 0.01615, 0.005
5000, 0.01512, 0.005
5100, 0.01468, 0.005
5200, 0.01402, 0.005
5300, 0.01471, 0.005
5400, 0.01377, 0.005
5500, 0.01440, 0.005
5600, 0.01410, 0.005
5700, 0.01429, 0.005
5800, 0.01417, 0.005
5900, 0.01301, 0.005
6000, 0.01346, 0.005
6100, 0.01238, 0.005
6200, 0.01322, 0.005
6300, 0.01400, 0.005
6400, 0.01340, 0.005
6500, 0.01356, 0.005
6600, 0.01432, 0.005
6700, 0.01258, 0.005
6800, 0.01416, 0.005
6900, 0.01373, 0.005
7000, 0.01356, 0.005
7100, 0.01382, 0.005
7200, 0.01280, 0.005
7300, 0.01293, 0.005
7400, 0.01279, 0.005
7500, 0.01229, 0.005
7600, 0.01302, 0.005
7700, 0.01244, 0.005
7800, 0.01289, 0.005
7900, 0.01272, 0.005
8000, 0.01290, 0.005
8100, 0.01187, 0.005
8200, 0.01205, 0.005
8300, 0.01301, 0.005
8400, 0.01259, 0.005
8500, 0.01246, 0.005
8600, 0.01215, 0.005
8700, 0.01169, 0.005
8800, 0.01296, 0.005
8900, 0.01168, 0.005
9000, 0.01123, 0.005
9100, 0.01223, 0.005
9200, 0.01144, 0.005
9300, 0.01136, 0.005
9400, 0.01098, 0.005
9500, 0.01085, 0.005
9600, 0.01210, 0.005
9700, 0.01163, 0.005
9800, 0.01239, 0.005
9900, 0.01114, 0.005
10000, 0.01236, 0.005
10100, 0.01434, 0.02
10200, 0.01332, 0.02
10300, 0.01371, 0.02
10400, 0.01454, 0.02
10500, 0.01414, 0.02
10600, 0.01363, 0.02
10700, 0.01335, 0.02
10800, 0.01204, 0.02
10900, 0.01300, 0.02
11000, 0.01261, 0.02
11100, 0.01300, 0.02
11200, 0.01262, 0.02
11300, 0.01221, 0.02
11400, 0.01212, 0.02
11500, 0.01160, 0.02
11600, 0.01139, 0.02
11700, 0.01223, 0.02
11800, 0.01129, 0.02
11900, 0.01155, 0.02
12000, 0.01091, 0.02
12100, 0.01086, 0.02
12200, 0.01090, 0.02
12300, 0.01084, 0.02
12400, 0.01124, 0.02
12500, 0.01123, 0.02
12600, 0.01072, 0.02
12700, 0.01153, 0.02
12800, 0.01182, 0.02
12900, 0.01069, 0.02
13000, 0.01175, 0.02
13100, 0.01029, 0.02
13200, 0.01124, 0.02
13300, 0.01097, 0.02
13400, 0.00966, 0.02
13500, 0.01083, 0.02
13600, 0.01018, 0.02
13700, 0.00999, 0.02
13800, 0.01030, 0.02
13900, 0.00987, 0.02
14000, 0.01019, 0.02
14100, 0.01043, 0.02
14200, 0.01016, 0.02
14300, 0.00983, 0.02
14400, 0.00963, 0.02
14500, 0.00971, 0.02
14600, 0.00993, 0.02
14700, 0.01011, 0.02
14800, 0.00940, 0.02
14900, 0.00992, 0.02
15000, 0.01022, 0.02
15100, 0.00956, 0.02
15200, 0.01005, 0.02
15300, 0.00949, 0.02
15400, 0.01019, 0.02
15500, 0.00984, 0.02
15600, 0.00947, 0.02
15700, 0.00938, 0.02
15800, 0.00886, 0.02
15900, 0.00952, 0.02
16000, 0.00982, 0.02
16100, 0.00976, 0.02
16200, 0.00846, 0.02
16300, 0.00879, 0.02
16400, 0.00877, 0.02
16500, 0.00908, 0.02
16600, 0.00913, 0.02
16700, 0.00871, 0.02
16800, 0.00865, 0.02
16900, 0.00954, 0.02
17000, 0.00874, 0.02
17100, 0.00885, 0.02
17200, 0.00916, 0.02
17300, 0.00867, 0.02
