100, 0.06449, 0.005
200, 0.02478, 0.005
300, 0.02218, 0.005
400, 0.02161, 0.005
500, 0.02115, 0.005
600, 0.02026, 0.005
700, 0.02033, 0.005
800, 0.01856, 0.005
900, 0.01968, 0.005
1000, 0.01823, 0.005
1100, 0.01701, 0.005
1200, 0.01820, 0.005
1300, 0.01667, 0.005
1400, 0.01907, 0.005
1500, 0.01724, 0.005
1600, 0.01725, 0.005
1700, 0.01597, 0.005
1800, 0.01655, 0.005
1900, 0.01600, 0.005
2000, 0.01600, 0.005
2100, 0.01625, 0.005
2200, 0.01715, 0.005
2300, 0.01572, 0.005
2400, 0.01658, 0.005
2500, 0.01585, 0.005
2600, 0.01581, 0.005
2700, 0.01456, 0.005
2800, 0.01561, 0.005
2900, 0.01433, 0.005
3000, 0.01612, 0.005
3100, 0.01460, 0.005
3200, 0.01489, 0.005
3300, 0.01602, 0.005
3400, 0.01563, 0.005
3500, 0.01589, 0.005
3600, 0.01441, 0.005
3700, 0.01395, 0.005
3800, 0.01409, 0.005
3900, 0.01380, 0.005
4000, 0.01463, 0.005
4100, 0.01337, 0.005
4200, 0.01440, 0.005
4300, 0.01449, 0.005
4400, 0.01316, 0.005
4500, 0.01307, 0.005
4600, 0.01348, 0.005
4700, 0.01367, 0.005
4800, 0.01318, 0.005
4900, 0.01382, 0.005
5000, 0.01231, 0.005
5100, 0.01334, 0.005
5200, 0.01289, 0.005
5300, 0.01353, 0.005
5400, 0.01361, 0.005
5500, 0.01302, 0.005
5600, 0.01219, 0.005
5700, 0.01357, 0.005
5800, 0.01353, 0.005
5900, 0.01282, 0.005
6000, 0.01065, 0.005
6100, 0.01270, 0.005
6200, 0.01256, 0.005
6300, 0.01197, 0.005
6400, 0.01277, 0.005
6500, 0.01303, 0.005
6600, 0.01282, 0.005
6700, 0.01148, 0.005
6800, 0.01222, 0.005
6900, 0.01223, 0.005
7000, 0.01295, 0.005
7100, 0.01208, 0.005
7200, 0.01066, 0.005
7300, 0.01143, 0.005
7400, 0.01163, 0.005
7500, 0.01107, 0.005
7600, 0.01140, 0.005
7700, 0.01144, 0.005
7800, 0.01160, 0.005
7900, 0.01207, 0.005
8000, 0.01224, 0.005
8100, 0.01234, 0.005
8200, 0.01180, 0.005
8300, 0.01097, 0.005
8400, 0.01153, 0.005
8500, 0.01098, 0.005
8600, 0.01078, 0.005
8700, 0.01127, 0.005
8800, 0.01092, 0.005
8900, 0.01087, 0.005
9000, 0.01058, 0.005
9100, 0.01027, 0.005
9200, 0.01011, 0.005
9300, 0.01150, 0.005
9400, 0.01087, 0.005
9500, 0.01024, 0.005
9600, 0.01041, 0.005
9700, 0.01031, 0.005
9800, 0.01068, 0.005
9900, 0.01016, 0.005
10000, 0.01029, 0.005
10100, 0.01292, 0.02
10200, 0.01276, 0.02
10300, 0.01152, 0.02
10400, 0.01219, 0.02
10500, 0.01228, 0.02
10600, 0.01159, 0.02
10700, 0.01195, 0.02
10800, 0.01141, 0.02
10900, 0.01163, 0.02
11000, 0.01188, 0.02
11100, 0.01200, 0.02
11200, 0.01149, 0.02
11300, 0.01141, 0.02
11400, 0.01209, 0.02
11500, 0.01128, 0.02
11600, 0.01045, 0.02
11700, 0.01016, 0.02
11800, 0.01174, 0.02
11900, 0.01032, 0.02
12000, 0.00993, 0.02
12100, 0.01072, 0.02
12200, 0.01015, 0.02
12300, 0.01028, 0.02
12400, 0.01108, 0.02
12500, 0.01027, 0.02
12600, 0.01002, 0.02
12700, 0.00907, 0.02
